Compound Name, 14 01a, 14 02a, 14 03a, 14 04a, 14 05a, 14 06a, 14 07a, 14 08a, 14 09a, 14 10a, 14 11a, 14 12a, 14 13a, 14 14a, 14 15a, 14 16a, 14 17a, 14 18a, 14 19a, 14 20a, 14 21a, 14 22a, 14 23a, 14 24a, 14 25a, 14 26a, 14 27a, 14 28a, 14 29a, 14 30a, 14 31a, 14 32a, 14 33a, 14 34a, 14 36a, 14 01b, 14 02b, 14 03b, 14 04b, 14 05b, 14 06b, 14 07b, 14 08b, 14 09b, 14 10b, 14 11b, 14 12b, 14 13b, 14 14b, 14 15b, 14 16b, 14 17b, 14 18b, 14 19b, 14 20b, 14 21b, 14 22b, 14 23b, 14 24b, 14 25b, 14 26b, 14 27b, 14 28b, 14 29b, 14 30b, 14 31b, 14 32b, 14 33b, 14 34b, 14 36b, 14 01c, 14 02c, 14 03c, 14 04c, 14 05c, 14 06c, 14 07c, 14 08c, 14 09c, 14 10c, 14 11c, 14 12c, 14 13c, 14 14c, 14 15c, 14 16c, 14 17c, 14 18c, 14 19c, 14 20c, 14 21c, 14 22c, 14 23c, 14 24c, 14 25c, 14 26c, 14 27c, 14 28c, 14 29c, 14 30c, 14 31c, 14 32c, 14 33c, 14 34c, 14 36c
15_0.5_79.0422,458339.1,4118609,600,4152477,600,600,1155653,1113193,4053995,3940706,2929537,947703.1,3759832,600,3012927,1311224,687000.6,3898370,1079801,4014506,4596491,4025531,3966100,600,918838.1,3861369,1739835,3842910,3021177,600,1989873,3824821,3681539,3760073,658317.5,458339.1,4118609,600,4152477,600,600,1155653,1113193,4053995,3940706,2929537,947703.1,3759832,600,3012927,1311224,687000.6,3898370,1079801,4014506,4596491,4025531,3966100,600,918838.1,3861369,1739835,3842910,3021177,600,1989873,3824821,3681539,3760073,658317.5,458339.1,4118609,600,4152477,600,600,1155653,1113193,4053995,3940706,2929537,947703.1,3759832,600,3012927,1311224,687000.6,3898370,1079801,4014506,4596491,4025531,3966100,600,918838.1,3861369,1739835,3842910,3021177,600,1989873,3824821,3681539,3760073,658317.5
16_1.582_79.0422,600,1888237,600,2823754,600,600,3126056,1458521,1612498,2810356,1594228,1451610,1811959,600,2130074,600,600,1447406,600,1719208,3962354,1910937,1631223,600,600,1605320,1640899,1782514,1890039,600,1883538,1910369,1828127,1456316,1616861,600,1888237,600,2823754,600,600,3126056,1458521,1612498,2810356,1594228,1451610,1811959,600,2130074,600,600,1447406,600,1719208,3962354,1910937,1631223,600,600,1605320,1640899,1782514,1890039,600,1883538,1910369,1828127,1456316,1616861,600,1888237,600,2823754,600,600,3126056,1458521,1612498,2810356,1594228,1451610,1811959,600,2130074,600,600,1447406,600,1719208,3962354,1910937,1631223,600,600,1605320,1640899,1782514,1890039,600,1883538,1910369,1828127,1456316,1616861
17_9.062_79.0422,600,2025288,600,2037292,600,600,1760816,600,2343200,2134503,1874604,600,2237630,600,2244838,600,600,1598307,600,2237208,4001813,2717058,983849.8,600,600,2566097,2608432,1891611,600,1568692,1726764,600,600,600,1054194,600,2025288,600,2037292,600,600,1760816,600,2343200,2134503,1874604,600,2237630,600,2244838,600,600,1598307,600,2237208,4001813,2717058,983849.8,600,600,2566097,2608432,1891611,600,1568692,1726764,600,600,600,1054194,600,2025288,600,2037292,600,600,1760816,600,2343200,2134503,1874604,600,2237630,600,2244838,600,600,1598307,600,2237208,4001813,2717058,983849.8,600,600,2566097,2608432,1891611,600,1568692,1726764,600,600,600,1054194
18_4.381_79.0422,269028.7,886959.1,600,1169933,600,249781.1,1160845,660363.7,843193.3,1655998,538365.4,410974.5,600,600,349932.3,963460.8,600,1210056,600,1160245,2194364,600,1053176,600,600,1012763,600,1074204,1285019,600,1086708,871614.7,507479.4,663936,282676.8,269028.7,886959.1,600,1169933,600,249781.1,1160845,660363.7,843193.3,1655998,538365.4,410974.5,600,600,349932.3,963460.8,600,1210056,600,1160245,2194364,600,1053176,600,600,1012763,600,1074204,1285019,600,1086708,871614.7,507479.4,663936,282676.8,269028.7,886959.1,600,1169933,600,249781.1,1160845,660363.7,843193.3,1655998,538365.4,410974.5,600,600,349932.3,963460.8,600,1210056,600,1160245,2194364,600,1053176,600,600,1012763,600,1074204,1285019,600,1086708,871614.7,507479.4,663936,282676.8
19_5.474_79.0422,600,600,600,2124350,600,316069.6,600,1680262,789368.9,1509494,1103765,791865.1,1619157,600,600,600,600,1436043,600,1470530,2834340,600,600,600,600,1311048,600,973459.6,600,1785755,600,1275166,1677674,600,600,600,600,600,2124350,600,316069.6,600,1680262,789368.9,1509494,1103765,791865.1,1619157,600,600,600,600,1436043,600,1470530,2834340,600,600,600,600,1311048,600,973459.6,600,1785755,600,1275166,1677674,600,600,600,600,600,2124350,600,316069.6,600,1680262,789368.9,1509494,1103765,791865.1,1619157,600,600,600,600,1436043,600,1470530,2834340,600,600,600,600,1311048,600,973459.6,600,1785755,600,1275166,1677674,600,600
20_0.632_79.0422,600,600,600,600,830163.6,600,681479.3,600,600,600,600,600,600,600,600,600,736668.9,600,600,600,600,600,600,665561.6,600,600,600,600,600,600,600,600,600,600,789410.6,600,600,600,600,830163.6,600,681479.3,600,600,600,600,600,600,600,600,600,736668.9,600,600,600,600,600,600,665561.6,600,600,600,600,600,600,600,600,600,600,789410.6,600,600,600,600,830163.6,600,681479.3,600,600,600,600,600,600,600,600,600,736668.9,600,600,600,600,600,600,665561.6,600,600,600,600,600,600,600,600,600,600,789410.6
21_8.122_79.0422,131780.9,600,600,600,600,600,600,600,600,600,784190.2,600,923403.3,600,600,600,600,600,167194.8,600,597787.2,1231400,600,180770.4,600,600,1214949,1040177,1253023,991777.8,1208037,940442.9,835856.4,1131922,600,131780.9,600,600,600,600,600,600,600,600,600,784190.2,600,923403.3,600,600,600,600,600,167194.8,600,597787.2,1231400,600,180770.4,600,600,1214949,1040177,1253023,991777.8,1208037,940442.9,835856.4,1131922,600,131780.9,600,600,600,600,600,600,600,600,600,784190.2,600,923403.3,600,600,600,600,600,167194.8,600,597787.2,1231400,600,180770.4,600,600,1214949,1040177,1253023,991777.8,1208037,940442.9,835856.4,1131922,600
22_5.69_79.0422,220650.3,192142.5,125304.8,600,193109.6,600,264840.6,164684.6,645936.3,228600.6,600,183136.8,600,128138.5,290889.2,600,183212.4,600,232721.4,28991.86,600,600,883354.5,600,194666.8,600,254158.9,228766.7,292782.3,600,435733,600,600,170278.1,185345.8,220650.3,192142.5,125304.8,600,193109.6,600,264840.6,164684.6,645936.3,228600.6,600,183136.8,600,128138.5,290889.2,600,183212.4,600,232721.4,28991.86,600,600,883354.5,600,194666.8,600,254158.9,228766.7,292782.3,600,435733,600,600,170278.1,185345.8,220650.3,192142.5,125304.8,600,193109.6,600,264840.6,164684.6,645936.3,228600.6,600,183136.8,600,128138.5,290889.2,600,183212.4,600,232721.4,28991.86,600,600,883354.5,600,194666.8,600,254158.9,228766.7,292782.3,600,435733,600,600,170278.1,185345.8
23_9.541_79.0422,600,552189.9,600,473349.9,600,452799,455291.9,600,402237.9,431816.3,600,600,600,600,600,600,600,382017.3,600,426881.4,600,528398.8,600,600,600,448064.4,600,600,600,600,600,406162.9,600,600,600,600,552189.9,600,473349.9,600,452799,455291.9,600,402237.9,431816.3,600,600,600,600,600,600,600,382017.3,600,426881.4,600,528398.8,600,600,600,448064.4,600,600,600,600,600,406162.9,600,600,600,600,552189.9,600,473349.9,600,452799,455291.9,600,402237.9,431816.3,600,600,600,600,600,600,600,382017.3,600,426881.4,600,528398.8,600,600,600,448064.4,600,600,600,600,600,406162.9,600,600,600
24_9.645_79.0422,600,448028.5,600,381200.5,600,600,600,600,600,600,600,796087.1,600,600,916743.1,600,600,999163.2,600,600,1801707,600,600,600,600,600,600,299883.6,600,600,600,600,1169250,1467846,600,600,448028.5,600,381200.5,600,600,600,600,600,600,600,796087.1,600,600,916743.1,600,600,999163.2,600,600,1801707,600,600,600,600,600,600,299883.6,600,600,600,600,1169250,1467846,600,600,448028.5,600,381200.5,600,600,600,600,600,600,600,796087.1,600,600,916743.1,600,600,999163.2,600,600,1801707,600,600,600,600,600,600,299883.6,600,600,600,600,1169250,1467846,600
25_0.233_79.0422,600,600,252923.3,600,417950.9,600,687352,480334.6,600,600,600,545765.4,600,600,600,603183.7,726223.2,600,600,600,600,600,600,600,600,600,600,600,675013.6,600,600,600,600,600,418126.2,600,600,252923.3,600,417950.9,600,687352,480334.6,600,600,600,545765.4,600,600,600,603183.7,726223.2,600,600,600,600,600,600,600,600,600,600,600,675013.6,600,600,600,600,600,418126.2,600,600,252923.3,600,417950.9,600,687352,480334.6,600,600,600,545765.4,600,600,600,603183.7,726223.2,600,600,600,600,600,600,600,600,600,600,600,675013.6,600,600,600,600,600,418126.2
26_9.423_79.0422,372509,600,270541.6,600,278904.4,600,600,341658.3,600,600,600,600,285818.2,337992.8,357137.8,347388.9,600,349432.9,600,600,600,600,600,345107.7,600,369150.3,600,600,600,331010.8,357364.7,357967.6,600,320738.6,600,372509,600,270541.6,600,278904.4,600,600,341658.3,600,600,600,600,285818.2,337992.8,357137.8,347388.9,600,349432.9,600,600,600,600,600,345107.7,600,369150.3,600,600,600,331010.8,357364.7,357967.6,600,320738.6,600,372509,600,270541.6,600,278904.4,600,600,341658.3,600,600,600,600,285818.2,337992.8,357137.8,347388.9,600,349432.9,600,600,600,600,600,345107.7,600,369150.3,600,600,600,331010.8,357364.7,357967.6,600,320738.6,600
27_0.363_79.0422,452641.3,600,600,600,600,526197.9,600,584559.9,600,600,600,534762.3,600,600,523199.7,656536.4,600,600,600,600,600,600,600,600,546125.2,600,600,600,600,600,600,600,600,600,600,452641.3,600,600,600,600,526197.9,600,584559.9,600,600,600,534762.3,600,600,523199.7,656536.4,600,600,600,600,600,600,600,600,546125.2,600,600,600,600,600,600,600,600,600,600,452641.3,600,600,600,600,526197.9,600,584559.9,600,600,600,534762.3,600,600,523199.7,656536.4,600,600,600,600,600,600,600,600,546125.2,600,600,600,600,600,600,600,600,600,600
28_1.939_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
29_1.518_79.0422,318164.4,600,600,600,330734.3,329728.2,600,600,600,600,600,600,600,600,600,600,202355.2,600,600,600,600,600,600,227710.9,600,600,600,600,600,600,600,600,600,600,600,318164.4,600,600,600,330734.3,329728.2,600,600,600,600,600,600,600,600,600,600,202355.2,600,600,600,600,600,600,227710.9,600,600,600,600,600,600,600,600,600,600,600,318164.4,600,600,600,330734.3,329728.2,600,600,600,600,600,600,600,600,600,600,202355.2,600,600,600,600,600,600,227710.9,600,600,600,600,600,600,600,600,600,600,600
30_9.188_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,600,220229.3,600,373526.3,206663.8,210134.2,600,600,600,600,600,600,210306.4,600,600,600,600,353716.8,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,220229.3,600,373526.3,206663.8,210134.2,600,600,600,600,600,600,210306.4,600,600,600,600,353716.8,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,220229.3,600,373526.3,206663.8,210134.2,600,600,600,600,600,600,210306.4,600,600,600,600,353716.8,600,600,600,600,600
31_0.684_79.0422,490148.8,600,536922.8,600,600,511594.8,606887.9,600,600,600,600,600,600,600,600,600,600,600,493044.8,600,600,600,600,445410.7,600,600,600,600,600,600,539120.3,600,600,600,600,490148.8,600,536922.8,600,600,511594.8,606887.9,600,600,600,600,600,600,600,600,600,600,600,493044.8,600,600,600,600,445410.7,600,600,600,600,600,600,539120.3,600,600,600,600,490148.8,600,536922.8,600,600,511594.8,606887.9,600,600,600,600,600,600,600,600,600,600,600,493044.8,600,600,600,600,445410.7,600,600,600,600,600,600,539120.3,600,600,600,600
32_0.524_79.0422,240650.9,600,600,600,538889.4,506681.3,600,600,600,600,600,693777.3,600,265259,600,639682.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,240650.9,600,600,600,538889.4,506681.3,600,600,600,600,600,693777.3,600,265259,600,639682.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,240650.9,600,600,600,538889.4,506681.3,600,600,600,600,600,693777.3,600,265259,600,639682.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
33_3.558_79.0422,600,388126.1,600,600,600,127108.2,600,600,8080.831,600,586463,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,388126.1,600,600,600,127108.2,600,600,8080.831,600,586463,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,388126.1,600,600,600,127108.2,600,600,8080.831,600,586463,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
34_1.013_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,421657.6,600,250427.9,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,421657.6,600,250427.9,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,421657.6,600,250427.9,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
35_0.313_79.0422,395771.3,600,600,600,351390.6,600,600,600,600,600,600,600,600,600,600,600,418233.4,600,393020.2,600,600,600,600,395560.4,600,600,600,600,600,600,413187.9,600,600,600,372719.9,395771.3,600,600,600,351390.6,600,600,600,600,600,600,600,600,600,600,600,418233.4,600,393020.2,600,600,600,600,395560.4,600,600,600,600,600,600,413187.9,600,600,600,372719.9,395771.3,600,600,600,351390.6,600,600,600,600,600,600,600,600,600,600,600,418233.4,600,393020.2,600,600,600,600,395560.4,600,600,600,600,600,600,413187.9,600,600,600,372719.9
36_9.642_79.0422,600,600,600,600,265502.3,600,309821.3,257325.2,600,600,600,600,600,180617.1,600,600,600,600,284918.1,600,600,600,283629.4,287645.3,293790.1,600,288576.5,305604.8,600,275807.3,316611.4,600,600,355081.6,280752.2,600,600,600,600,265502.3,600,309821.3,257325.2,600,600,600,600,600,180617.1,600,600,600,600,284918.1,600,600,600,283629.4,287645.3,293790.1,600,288576.5,305604.8,600,275807.3,316611.4,600,600,355081.6,280752.2,600,600,600,600,265502.3,600,309821.3,257325.2,600,600,600,600,600,180617.1,600,600,600,600,284918.1,600,600,600,283629.4,287645.3,293790.1,600,288576.5,305604.8,600,275807.3,316611.4,600,600,355081.6,280752.2
37_0.708_79.0422,344032.8,600,375654.7,600,600,600,432661.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,357464.1,600,600,600,600,600,600,600,600,600,600,600,344032.8,600,375654.7,600,600,600,432661.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,357464.1,600,600,600,600,600,600,600,600,600,600,600,344032.8,600,375654.7,600,600,600,432661.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,357464.1,600,600,600,600,600,600,600,600,600,600,600
38_1.837_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,261990,600,252207.8,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,261990,600,252207.8,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,261990,600,252207.8,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
39_1.744_79.0422,600,600,600,600,201511,149345.2,600,600,600,600,600,600,600,600,600,600,600,600,407258.5,600,600,600,600,600,139930,600,235501.8,600,600,600,600,600,600,600,600,600,600,600,600,201511,149345.2,600,600,600,600,600,600,600,600,600,600,600,600,407258.5,600,600,600,600,600,139930,600,235501.8,600,600,600,600,600,600,600,600,600,600,600,600,201511,149345.2,600,600,600,600,600,600,600,600,600,600,600,600,407258.5,600,600,600,600,600,139930,600,235501.8,600,600,600,600,600,600,600,600
40_9.457_79.0422,600,600,230986.3,600,600,215049.1,600,600,600,600,600,600,600,218853.6,193924,600,248761.5,229937.8,600,214557,600,600,600,218482.2,600,600,231858.9,600,600,600,221549.5,600,600,600,239499.9,600,600,230986.3,600,600,215049.1,600,600,600,600,600,600,600,218853.6,193924,600,248761.5,229937.8,600,214557,600,600,600,218482.2,600,600,231858.9,600,600,600,221549.5,600,600,600,239499.9,600,600,230986.3,600,600,215049.1,600,600,600,600,600,600,600,218853.6,193924,600,248761.5,229937.8,600,214557,600,600,600,218482.2,600,600,231858.9,600,600,600,221549.5,600,600,600,239499.9
41_1.995_79.0422,600,600,600,600,265932.2,600,600,600,600,600,600,600,600,600,600,600,208756.8,600,600,600,600,600,600,600,256590.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,265932.2,600,600,600,600,600,600,600,600,600,600,600,208756.8,600,600,600,600,600,600,600,256590.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,265932.2,600,600,600,600,600,600,600,600,600,600,600,208756.8,600,600,600,600,600,600,600,256590.3,600,600,600,600,600,600,600,600,600,600
42_3.049_79.0422,600,600,231504.5,600,600,224551.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,161600.3,271038,600,600,600,600,600,600,600,600,600,600,600,600,231504.5,600,600,224551.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,161600.3,271038,600,600,600,600,600,600,600,600,600,600,600,600,231504.5,600,600,224551.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,161600.3,271038,600,600,600,600,600,600,600,600,600,600
43_0.29_79.0422,319977.9,600,299507.2,600,283184.8,270982.4,600,252796.1,600,600,600,295917.9,600,207266,600,600,600,600,201295.7,600,600,600,600,264409.2,317308.2,600,241496,600,600,600,600,600,600,600,600,319977.9,600,299507.2,600,283184.8,270982.4,600,252796.1,600,600,600,295917.9,600,207266,600,600,600,600,201295.7,600,600,600,600,264409.2,317308.2,600,241496,600,600,600,600,600,600,600,600,319977.9,600,299507.2,600,283184.8,270982.4,600,252796.1,600,600,600,295917.9,600,207266,600,600,600,600,201295.7,600,600,600,600,264409.2,317308.2,600,241496,600,600,600,600,600,600,600,600
44_0.555_79.0422,213809,600,317505.2,600,303848.5,318610.9,252083,600,600,600,600,600,600,173955.7,600,600,600,600,301217.4,600,600,600,600,600,330665.5,600,600,600,600,600,600,600,600,600,294607.9,213809,600,317505.2,600,303848.5,318610.9,252083,600,600,600,600,600,600,173955.7,600,600,600,600,301217.4,600,600,600,600,600,330665.5,600,600,600,600,600,600,600,600,600,294607.9,213809,600,317505.2,600,303848.5,318610.9,252083,600,600,600,600,600,600,173955.7,600,600,600,600,301217.4,600,600,600,600,600,330665.5,600,600,600,600,600,600,600,600,600,294607.9
45_1.374_79.0422,600,600,600,600,281137.4,600,600,600,600,600,600,600,600,173603.2,600,600,212179.7,600,152728,600,600,600,600,600,177090.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,281137.4,600,600,600,600,600,600,600,600,173603.2,600,600,212179.7,600,152728,600,600,600,600,600,177090.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,281137.4,600,600,600,600,600,600,600,600,173603.2,600,600,212179.7,600,152728,600,600,600,600,600,177090.4,600,600,600,600,600,600,600,600,600,600
46_0.443_79.0422,600,600,600,600,211360.5,600,600,257641.8,600,600,600,239795.3,600,600,600,256166.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,290529.2,600,600,600,600,600,600,600,600,211360.5,600,600,257641.8,600,600,600,239795.3,600,600,600,256166.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,290529.2,600,600,600,600,600,600,600,600,211360.5,600,600,257641.8,600,600,600,239795.3,600,600,600,256166.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,290529.2,600,600,600,600
47_3.303_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
48_0.194_79.0422,600,600,231162.6,600,600,326154.4,600,600,600,600,310568.1,238431.8,600,239392.3,600,600,600,600,267682.3,600,600,600,600,257762.8,254823.4,600,600,600,600,600,600,600,600,600,600,600,600,231162.6,600,600,326154.4,600,600,600,600,310568.1,238431.8,600,239392.3,600,600,600,600,267682.3,600,600,600,600,257762.8,254823.4,600,600,600,600,600,600,600,600,600,600,600,600,231162.6,600,600,326154.4,600,600,600,600,310568.1,238431.8,600,239392.3,600,600,600,600,267682.3,600,600,600,600,257762.8,254823.4,600,600,600,600,600,600,600,600,600,600
49_1.455_79.0422,600,600,184408.2,600,245046.3,600,600,600,600,600,600,600,600,600,600,600,185203.4,600,600,600,600,600,600,182328.7,163562.4,600,600,600,600,600,600,600,600,600,600,600,600,184408.2,600,245046.3,600,600,600,600,600,600,600,600,600,600,600,185203.4,600,600,600,600,600,600,182328.7,163562.4,600,600,600,600,600,600,600,600,600,600,600,600,184408.2,600,245046.3,600,600,600,600,600,600,600,600,600,600,600,185203.4,600,600,600,600,600,600,182328.7,163562.4,600,600,600,600,600,600,600,600,600,600
50_2.076_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
51_7.253_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,69359.61,600,600,600,600,600,600,600,600,600,600,129497.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,69359.61,600,600,600,600,600,600,600,600,600,600,129497.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,69359.61,600,600,600,600,600,600,600,600,600,600,129497.4,600,600,600
52_3.613_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,107083.1,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,107083.1,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,107083.1,600,600,600,600,600,600,600,600,600,600,600
53_2.874_79.0422,143409.1,600,339735.7,600,134187.2,257790.1,600,600,600,600,600,600,600,600,600,600,600,600,367073,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,143409.1,600,339735.7,600,134187.2,257790.1,600,600,600,600,600,600,600,600,600,600,600,600,367073,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,143409.1,600,339735.7,600,134187.2,257790.1,600,600,600,600,600,600,600,600,600,600,600,600,367073,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
54_4.472_79.0422,600,600,600,151786.1,129929.1,192802.5,600,137187,87892.1,94362.11,600,600,600,179603.4,600,600,153204.7,222581.4,600,600,600,150030.4,600,208256.7,185135.9,600,600,600,600,600,600,171665.9,600,600,116448,600,600,600,151786.1,129929.1,192802.5,600,137187,87892.1,94362.11,600,600,600,179603.4,600,600,153204.7,222581.4,600,600,600,150030.4,600,208256.7,185135.9,600,600,600,600,600,600,171665.9,600,600,116448,600,600,600,151786.1,129929.1,192802.5,600,137187,87892.1,94362.11,600,600,600,179603.4,600,600,153204.7,222581.4,600,600,600,150030.4,600,208256.7,185135.9,600,600,600,600,600,600,171665.9,600,600,116448
55_1.378_79.0422,140014.7,600,174314.3,600,168578.6,600,600,600,600,600,600,600,600,137753.9,600,600,178072.9,600,139288.6,600,600,600,600,164853,137684.8,600,600,600,600,600,600,600,600,600,600,140014.7,600,174314.3,600,168578.6,600,600,600,600,600,600,600,600,137753.9,600,600,178072.9,600,139288.6,600,600,600,600,164853,137684.8,600,600,600,600,600,600,600,600,600,600,140014.7,600,174314.3,600,168578.6,600,600,600,600,600,600,600,600,137753.9,600,600,178072.9,600,139288.6,600,600,600,600,164853,137684.8,600,600,600,600,600,600,600,600,600,600
56_9.171_79.0422,600,600,600,600,176218.4,600,600,600,600,600,600,600,600,600,600,600,178158.9,600,181800.6,178544.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,172593.9,600,600,600,600,176218.4,600,600,600,600,600,600,600,600,600,600,600,178158.9,600,181800.6,178544.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,172593.9,600,600,600,600,176218.4,600,600,600,600,600,600,600,600,600,600,600,178158.9,600,181800.6,178544.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,172593.9
57_1.79_79.0422,600,600,201806.7,600,176197.2,600,600,600,600,600,600,600,160792.8,600,600,600,226277,600,205801.8,600,600,600,600,170569.9,211570.5,600,198690.8,600,600,600,600,600,600,600,600,600,600,201806.7,600,176197.2,600,600,600,600,600,600,600,160792.8,600,600,600,226277,600,205801.8,600,600,600,600,170569.9,211570.5,600,198690.8,600,600,600,600,600,600,600,600,600,600,201806.7,600,176197.2,600,600,600,600,600,600,600,160792.8,600,600,600,226277,600,205801.8,600,600,600,600,170569.9,211570.5,600,198690.8,600,600,600,600,600,600,600,600
58_1.042_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,17351.71,140300.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,17351.71,140300.3,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,17351.71,140300.3,600,600,600,600,600,600,600,600,600,600
